1,0.3
1,0.130555556
1,0.15
1,0.233167163
1,0.15
1,0.2
1,0
2,0.26875
2,0.397777778
2,0.429217687
2,0.216944444
3,0.369791667
3,0.125
4,0.388154762
4,0.0609375
5,0.419259259
5,0.460606061
5,0.094270833
5,0.148284722
5,0.239005602
5,0.2796337
5,0.33640873
6,0.083333333
6,0.136666667
6,0.095833333
6,0.4
7,0.2375
7,0.172916667
7,0.5125
7,0.1625
8,0.158660714
8,0.237222222
8,0.35
9,0.184133598
9,0.25
9,0.413293651
9,0.16359375
10,0.343055556
10,0.222916667
10,0.231222944
10,0.139602273
10,0.123636364
11,0.359577778
12,0.28
12,0.408333333
12,0.28
12,0.5
12,0.075
13,0.11875
13,0.1
13,0.323333333
13,0.258446712
13,0.451150794
13,0.181666667
13,0.216666667
13,0.222222222
14,0.237962963
15,0.125
15,0.233333333
15,0.325
16,0.137604167
16,0.185159632
16,0.425
16,0.246180556
16,0.278703704
16,0.222428266
16,0.250952381
16,0.481458333
16,0.6
16,0.092283951
16,0.240740741
16,0.378571429
16,0.333333333
16,0.252333333
17,0.311678241
17,0.42030303
18,0.312962963
18,0.442708333
18,0.47172619
18,0.381944444
18,0.094444444
18,0.570833333
18,0.596875
18,0.25
18,0.415
18,0.435714286
19,0.646666667
